Grant_ID,Person_ID
GG50781,PP11139
GG50781,PP118480
GG50781,PP50789
GG50781,PP52053
GG50781,PP52055
GG52505,PP25557
GG52790,PP57648
GG52790,PP91824
GG54146,PP118257
GG54146,PP3637
GG54146,PP5062
GG54991,PP68329
GG55214,PP58195
GG55313,PP115582
GG55313,PP75264
GG55385,PP115535
GG55385,PP68329
GG55410,PP115930
GG55410,PP34828
GG55458,PP11191
GG55458,PP15034
GG55458,PP15255
GG55458,PP22756
GG55458,PP8850
GG55475,PP100683
GG55475,PP44113
GG55572,PP10071
GG55572,PP34923
GG55653,PP13198
GG55681,PP29261
GG55681,PP45804
GG55770,PP118237
GG55770,PP36658
GG55770,PP54544
GG55856,PP69910
GG55893,PP113913
GG55893,PP11940
GG55893,PP1662
GG55893,PP27221
GG55899,PP2990
GG55899,PP41271
GG55899,PP5166
GG55899,PP9867
GG55917,PP137480
GG55917,PP139361
GG55917,PP139708
GG55917,PP139709
GG55917,PP18206
GG55917,PP84419
GG55917,PP85266
GG55917,PP91922
GG55917,PP95218
GG55924,PP120531
GG55924,PP120533
GG55924,PP130422
GG55924,PP3355
GG55924,PP513947
GG55924,PP513948
GG55924,PP9309
GG55924,PP94362
GG55932,PP66896
GG55932,PP69768
GG55932,PP72148
GG55932,PP7997
GG55945,PP111177
GG55945,PP30111
GG55945,PP53229
GG56059,PP22436
GG56059,PP3431
GG56059,PP62976
GG56189,PP57980
GG56368,PP11038
GG56368,PP120056
GG56368,PP121945
GG56368,PP121947
GG56368,PP139370
GG56368,PP19625
GG56368,PP38027
GG56368,PP62373
GG56429,PP114522
GG56429,PP12185
GG56429,PP2349
GG56429,PP8583
GG56477,PP126118
GG56477,PP27874
GG56477,PP36364
GG56477,PP53891
GG56477,PP56841
GG56477,PP59442
GG56486,PP113182
GG56486,PP121732
GG56486,PP19483
GG56486,PP20048
GG56517,PP54522
GG56519,PP44684
GG56546,PP105949
GG56547,PP100505
GG56550,PP105958
GG56553,PP58683
GG56559,PP25747
GG56570,PP105641
GG56570,PP105985
GG56570,PP122439
GG56570,PP12345
GG56570,PP129885
GG56570,PP134113
GG56570,PP2907
GG56570,PP33696
GG56570,PP54683
GG56570,PP90892
GG56589,PP43861
GG56592,PP38288
GG56599,PP51365
GG56601,PP100108
GG56609,PP98972
GG56626,PP106068
GG56627,PP73616
GG56643,PP116410
GG56643,PP12535
GG56643,PP3059
GG56643,PP54499
GG56649,PP106095
GG56651,PP63841
GG56655,PP10972
GG56655,PP12642
GG56655,PP26932
GG56659,PP56900
GG56659,PP66423
GG56660,PP118844
GG56660,PP47670
GG56660,PP85009
GG56660,PP85012
GG56669,PP106118
GG56675,PP117523
GG56675,PP29970
GG56675,PP6481
GG56687,PP49962
GG56689,PP122484
GG56689,PP134402
GG56689,PP23900
GG56689,PP46142
GG56697,PP49144
GG56699,PP121642
GG56699,PP121643
GG56699,PP44369
GG56699,PP95540
GG56704,PP10418
GG56712,PP106163
GG56712,PP11457
GG56712,PP119681
GG56712,PP130647
GG56712,PP139534
GG56712,PP54863
GG56712,PP7773
GG56714,PP118946
GG56714,PP118948
GG56714,PP59203
GG56714,PP82466
GG56715,PP124104
GG56715,PP45756
GG56715,PP46269
GG56715,PP8678
GG56715,PP9609
GG56719,PP12781
GG56719,PP134889
GG56719,PP46117
GG56719,PP53589
GG56727,PP121119
GG56727,PP124974
GG56727,PP25074
GG56727,PP3774
GG56727,PP49949
GG56728,PP10230
GG56728,PP36606
GG56728,PP49711
GG56728,PP507484
GG56728,PP514748
GG56728,PP514749
GG56728,PP72143
GG56750,PP106200
GG56750,PP130048
GG56750,PP130049
GG56750,PP26405
GG56750,PP26406
GG56750,PP52790
GG56755,PP103180
GG56755,PP114010
GG56755,PP134380
GG56755,PP134462
GG56755,PP18732
GG56764,PP105170
GG56764,PP113904
GG56764,PP15150
GG56764,PP83630
GG56780,PP25139
GG56780,PP41187
GG56780,PP8569
GG56786,PP20489
GG56796,PP10989
GG56796,PP117496
GG56796,PP131738
GG56796,PP49769
GG56796,PP503615
GG56796,PP80617
GG56796,PP94021
